,Unnamed: 0_x,Incident,Machine,Area / Cause,Reason/Fault,Time (minutes),Original Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend,cleaned_comments,uncorrectable_words,lemmatized,Cluster,Unnamed: 0_y,Category
89,89,Machine Stop,Filler,Bowl level,Fault not listed,15,valve fault 6005 supply fault to filler had to swap over after checking out,17,Short Stop,False,False,True,False,False,2021,6,6,17,6,True,valve fault supply fault to filler had to swap over after checking out,{},valve fault supply fault filler swap check,3.0,28.0,issue with pressure valve or co2 levels
90,90,Machine Stop,Filler,In-feed scroll,Cans jammed,12,can stuck in infeed scriik,17,Short Stop,False,False,True,False,False,2021,6,6,17,6,True,can stuck in infeed scriik,{},stuck infeed script,1.0,11.0,"cans stuck in scroll, damaging goods , might have caused the co2 alarm to ring"
91,91,Machine Stop,Filler,PILZ system,Full safety circuit tripped,28,pilz mtripped,17,Short Stop,False,False,True,False,False,2021,6,6,18,6,True,pilz mtripped,{},pile strip,2.0,33.0,"all alarms alarming, crafts resetting alarms"
92,92,Machine Stop,Filler,Bowl pressure,Fault not listed,10,damaged can coming in caused bowl pressure to drop causinbg jam,17,Short Stop,False,False,False,False,True,2021,6,7,20,0,False,damaged can coming in caused bowl pressure to drop causinbg jam,{},damage come cause bowl pressure drop cause jam,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
93,93,Machine Stop,Filler,Bowl pressure,Pressure Control,16,bowl pressure dropped causing gapping at filler,17,Short Stop,False,False,False,False,True,2021,6,8,1,1,False,bowl pressure dropped causing gapping at filler,{},bowl pressure drop cause gapping filler,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
94,94,Machine Stop,Filler,Cams,Fault not listed,5,bowl pressure dropped causing gapping cans,17,Short Stop,False,False,False,False,True,2021,6,8,2,1,False,bowl pressure dropped causing gapping cans,{},bowl pressure drop cause gap can,3.0,28.0,issue with pressure valve or co2 levels
95,95,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),18,head 150 crafts changing fibre washer,17,Short Stop,False,False,False,False,True,2021,6,8,3,1,False,head crafts changing fibre washer,{},head craft change fibre washer,0.0,67.0,fibre washer head changed 
96,96,Machine Stop,Filler,Filling heads,Fault not listed,11,TPOS Failed stopped line to perform recheck seamer flush done while line was down. Recheck complete all TPOS ok.,17,Short Stop,True,False,False,False,False,2021,6,8,9,1,False,tpos failed stopped line to perform recheck seamer flush done while line was down recheck complete all tpos ok,{},top fail stop line perform recheck steamer flush line recheck complete top ok,3.0,28.0,issue with pressure valve or co2 levels
97,97,Machine Stop,Filler,Can stop,Fault not listed,7,gapping cans,17,Breakdown,True,False,False,False,False,2021,6,8,17,1,False,gapping cans,{},gap can,3.0,28.0,issue with pressure valve or co2 levels
98,98,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),24,fobbing heads filling bins,17,Short Stop,False,False,False,False,True,2021,6,9,1,2,False,fobbing heads filling bins,{},fob head fill bin,2.0,69.0,"underfilling head, crafts still investigating"
99,99,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),25,crafts changing fibre w2asher on head 150,17,Short Stop,False,False,False,False,True,2021,6,9,2,2,False,crafts changing fibre on head ,{},craft change fibre head,0.0,67.0,fibre washer head changed 
100,100,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),23,head 150 still fobbing,17,Breakdown,False,False,False,False,True,2021,6,9,2,2,False,head still fobbing,{},head fob,2.0,69.0,"underfilling head, crafts still investigating"
101,101,Machine Stop,Filler,Filling heads,Underfilling Head (Change),24,crafts looking at head 150,17,Breakdown,False,False,False,False,True,2021,6,9,3,2,False,crafts looking at head ,{},craft look head,2.0,64.0,"beer leak out of filling head , craft changing heads"
102,102,Machine Stop,Filler,Channel pressure,Pressure drop,10,channel pressure dropping after 30 secs of running. Had to stop filler and drain and then re pressurise,17,Short Stop,False,False,True,False,False,2021,6,9,8,2,False,channel pressure dropping after secs of running had to stop filler and drain and then re pressurise,{},channel pressure drop sec running stop filler drain pressurise,2.0,51.0,ring bowl pressure increasing and channel pressure dropping
103,103,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,10,cans danmaged on filler,17,Short Stop,True,False,False,False,False,2021,6,10,6,3,False,cans danmaged on filler,{},can damage filler,2.0,6.0,"damaged cans go through scroll. causing cans damaged, scroll to jam on infeed to seamer"
104,104,Machine Stop,Filler,PILZ system,Doors tripped,18,tripped in panel up stairs,17,Short Stop,False,False,True,False,False,2021,6,10,11,3,False,tripped in panel up stairs,{},trip panel stair,4.0,20.0,"filler doors tripped, crafts came to reset"
105,105,Machine Stop,Filler,Door,Fault not listed,18,filler door tripped - needed restting in panel,17,Short Stop,True,False,False,False,False,2021,6,11,0,4,False,filler door tripped needed restting in panel,{},filler door trip need rest panel,0.0,25.0,door would not close 
106,106,Machine Stop,Filler,PILZ system,Full safety circuit tripped,11,crafts ivestigating - reset inside main panel needed,17,Short Stop,False,False,True,False,False,2021,6,11,20,4,False,crafts ivestigating reset inside main panel needed,{},craft investigate reset inside main panel need,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
107,107,Machine Stop,Filler,PILZ system,Full safety circuit tripped,25,all alarms on filler crafts re-setting alarms,17,Breakdown,False,True,False,False,False,2021,6,12,16,5,True,all alarms on filler crafts resetting alarms,{},alarm filler craft reset alarm,1.0,32.0,"all alarms alarming, crafts resetting alarms"
108,108,Machine Stop,Filler,In-feed scroll,Cans jammed,8,damaged can,17,Breakdown,False,False,True,False,False,2021,6,13,0,6,True,damaged can,{},damage,2.0,12.0,jammed lid
109,109,Machine Stop,Filler,In-feed scroll,Cans jammed,18,cans stuck in scroll,17,Breakdown,False,False,False,False,True,2021,6,13,7,6,True,cans stuck in scroll,{},can stick scroll,1.0,11.0,"cans stuck in scroll, damaging goods , might have caused the co2 alarm to ring"
110,110,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,14,all cans damaged coming into filler,17,Short Stop,False,False,False,False,True,2021,6,13,8,6,True,all cans damaged coming into filler,{},can damage come filler,2.0,6.0,"damaged cans go through scroll. causing cans damaged, scroll to jam on infeed to seamer"
111,111,Machine Stop,Filler,In-feed scroll,Cans jammed,7,MB Cans jammed on the infeed scroll.,17,Short Stop,False,False,False,False,True,2021,6,13,12,6,True,mb cans jammed on the infeed scroll,{},mb can jam infeed scroll,4.0,14.0,Damaged cans trapped on infeed scroll.
112,112,Machine Stop,Filler,In-feed scroll,Cans jammed,7,can jammed in infeed scroll stopping can stop operator entering to remove,17,Short Stop,False,True,False,False,False,2021,6,13,22,6,True,can jammed in infeed scroll stopping can stop operator entering to remove,{},jam infeed scroll stopping stop operator enter remove,0.0,10.0,filler crash due to cans coming into scroll
113,113,Machine Stop,Filler,Clutch,Fault not listed,6,transfer chain,17,Short Stop,False,True,False,False,False,2021,6,14,20,0,False,transfer chain,{},transfer chain,2.0,27.0,"can jammed on infeed scroll or filler, causing cans to not be able to able filler"
114,114,Machine Stop,Filler,PILZ system,Full safety circuit tripped,6,all e stops lit up,17,Short Stop,False,True,False,False,False,2021,6,15,0,1,False,all e stops lit up,{},e stop light,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
115,115,Machine Stop,Filler,Tappet chain,Fault not listed,18,Filler infeed jam causing severe tappet chain crash,17,Short Stop,True,False,False,False,False,2021,6,15,9,1,False,filler infeed jam causing severe tappet chain crash,{},filler infeed jam cause severe tappet chain crash,5.0,30.0,tappet chain crash all cans being removing from filler
116,116,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,11,cans jammed on scroll,17,Short Stop,True,False,False,False,False,2021,6,15,9,1,False,cans jammed on scroll,{},can jam scroll,2.0,6.0,"damaged cans go through scroll. causing cans damaged, scroll to jam on infeed to seamer"
117,117,Machine Stop,Filler,In-feed scroll,In-feed scroll dirty,13,"Frequent crashes at infeed scroll possibly due to dirty guide rails, guides, perspex and infeed scroll cleaned to see if issue can be resolved.resolves",17,Breakdown,True,False,False,False,False,2021,6,15,10,1,False,frequent crashes at infeed scroll possibly due to dirty guide rails guides perspex and infeed scroll cleaned to see if issue can be resolvedresolves,{},frequent crash infeed scroll possibly dirty guide rail guide perspex infeed scroll clean issue resolvedresolve,0.0,36.0,"Frequent crashes at infeed scroll possibly due to dirty guide rails, guides, perspex and infeed scroll cleaned to see if issue can be resolved"
118,118,Machine Stop,Filler,In-feed scroll,In-feed scroll out of alignment,13,"Crashes at infeed scroll ongoing, crafts called to resolve issue",17,Breakdown,True,False,False,False,False,2021,6,15,10,1,False,crashes at infeed scroll ongoing crafts called to resolve issue,{},crash infeed scroll ongoing craft call resolve issue,0.0,37.0,"in feed scroll out of alighment, cans went into infeed scroll at wrong times causing multiple cans to squash on filler "
119,119,Machine Stop,Filler,In-feed scroll,Lubrication failure,16,"Filler infeed conveyors cleaned and lubricated, infeed guides adjusted by crafts",17,Breakdown,True,False,False,False,False,2021,6,15,10,1,False,filler infeed conveyors cleaned and lubricated infeed guides adjusted by crafts,{},filler infeed conveyor clean lubricate infeed guide adjust craft,0.0,41.0,lubrication issue potentially due to issue with centre bearing
120,120,Machine Stop,Filler,Tappet chain,Fault not listed,18,Tappet chaIn crash followed by filler door tripping out,17,Breakdown,True,False,False,False,False,2021,6,15,12,1,False,tappet chain crash followed by filler door tripping out,{},tappet chain crash follow filler door trip,0.0,25.0,door would not close 
121,121,Machine Stop,Filler,Tappet chain,Fault not listed,5,Tappet chain crash,17,Short Stop,True,False,False,False,False,2021,6,15,15,1,False,tappet chain crash,{},tappet chain crash,5.0,30.0,tappet chain crash all cans being removing from filler
122,122,Machine Stop,Filler,In-feed scroll,Fault not listed,6,Cans jamming at infeed scroll causing crash at filler,17,Short Stop,True,False,False,False,False,2021,6,15,15,1,False,cans jamming at infeed scroll causing crash at filler,{},can jam infeed scroll cause crash filler,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
123,123,Machine Stop,Filler,Tappet chain,Fault not listed,7,tappet chain crash,17,Breakdown,True,False,False,False,False,2021,6,15,15,1,False,tappet chain crash,{},tappet chain crash,5.0,30.0,tappet chain crash all cans being removing from filler
124,124,Machine Stop,Filler,In-feed scroll,Fault not listed,5,Crash at filler due to cans jamming at infeed scroll,17,Short Stop,True,False,False,False,False,2021,6,15,16,1,False,crash at filler due to cans jamming at infeed scroll,{},crash filler can jam infeed scroll,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
125,125,Machine Stop,Filler,Scroll,Fault not listed,7,MB Cans jammed in the infeed scroll. Bowl pressure dropped.,17,Short Stop,False,False,False,False,True,2021,6,15,22,1,False,mb cans jammed in the infeed scroll bowl pressure dropped,{},mb can jam infeed scroll bowl pressure drop,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
126,126,Machine Stop,Filler,Scroll,Fault not listed,10,MB Cans jammed in the infeed scroll.,17,Short Stop,False,False,False,False,True,2021,6,15,22,1,False,mb cans jammed in the infeed scroll,{},mb can jam infeed scroll,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
127,127,Machine Stop,Filler,Scroll,Fault not listed,3,can jam,17,Short Stop,False,False,False,False,True,2021,6,15,22,1,False,can jam,{},jam,2.0,27.0,"can jammed on infeed scroll or filler, causing cans to not be able to able filler"
